loan_id,customer_id,account_id,branch_id,loan_start_date,loan_amount,outstanding_balance,interest_rate,currency_code,region_code,start_date,end_date,baseline,loan_type
LOAN_MEA_001672,CUST_MEA_000072,ACC_MEA_000072,BR_MEA_0072,2026-01-07,9145012.96,4363979.59,4.27,AED,MEA,2026-01-07,2026-04-17,loan_20260629,Corporate
LOAN_MEA_001335,CUST_MEA_001335,ACC_MEA_001335,BR_MEA_0135,2025-03-17,1624444.76,626052.66,9.72,AED,MEA,2025-03-17,2026-06-16,loan_20260629,SME
LOAN_MEA_000999,CUST_MEA_000999,ACC_MEA_000999,BR_MEA_0199,2025-01-31,33816726.87,14570272.39,7.58,AED,MEA,2025-01-31,2026-11-20,loan_20260629,Mega Corporate
LOAN_MEA_001506,CUST_MEA_001506,ACC_MEA_001506,BR_MEA_0106,2025-04-28,146646.75,130506.78,6.87,AED,MEA,2025-04-28,2025-12-19,loan_20260629,Retail
LOAN_MEA_000508,CUST_MEA_000508,ACC_MEA_000508,BR_MEA_0108,2025-10-25,309434.75,269132.14,13.38,AED,MEA,2025-10-25,2027-04-18,loan_20260629,Retail
LOAN_MEA_000967,CUST_MEA_000967,ACC_MEA_000967,BR_MEA_0167,2025-07-19,379956.52,210210.64,9.71,AED,MEA,2025-07-19,2027-06-08,loan_20260629,Retail
LOAN_MEA_000092,CUST_MEA_000092,ACC_MEA_000092,BR_MEA_0092,2026-01-04,623076.38,582695.38,11.74,AED,MEA,2026-01-04,2026-05-18,loan_20260629,SME
LOAN_MEA_001605,CUST_MEA_000005,ACC_MEA_000005,BR_MEA_0005,2025-01-31,336095.54,108618.24,11.61,AED,MEA,2025-01-31,2025-11-20,loan_20260629,Retail
LOAN_MEA_001328,CUST_MEA_001328,ACC_MEA_001328,BR_MEA_0128,2025-07-22,213708.45,159856.81,13.7,AED,MEA,2025-07-22,2026-08-06,loan_20260629,Retail
LOAN_MEA_001264,CUST_MEA_001264,ACC_MEA_001264,BR_MEA_0064,2025-06-28,307370.97,176060.34,9.06,AED,MEA,2025-06-28,2026-05-08,loan_20260629,Retail
LOAN_MEA_001774,CUST_MEA_000174,ACC_MEA_000174,BR_MEA_0174,2025-09-26,384775.34,135398.34,14.93,AED,MEA,2025-09-26,2026-06-21,loan_20260629,Retail
LOAN_MEA_001336,CUST_MEA_001336,ACC_MEA_001336,BR_MEA_0136,2025-12-14,1862003.94,712391.86,13.68,AED,MEA,2025-12-14,2027-10-02,loan_20260629,SME
LOAN_MEA_001101,CUST_MEA_001101,ACC_MEA_001101,BR_MEA_0101,2025-09-09,414827.34,190636.68,9.64,AED,MEA,2025-09-09,2026-06-08,loan_20260629,Retail
LOAN_MEA_000460,CUST_MEA_000460,ACC_MEA_000460,BR_MEA_0060,2025-07-20,61301.58,41866.4,11.05,AED,MEA,2025-07-20,2025-11-09,loan_20260629,Retail
LOAN_MEA_001559,CUST_MEA_001559,ACC_MEA_001559,BR_MEA_0159,2025-06-30,731065.73,249601.9,13.96,AED,MEA,2025-06-30,2026-06-23,loan_20260629,SME
LOAN_MEA_001369,CUST_MEA_001369,ACC_MEA_001369,BR_MEA_0169,2025-04-14,4232666.59,2794595.14,13.94,AED,MEA,2025-04-14,2025-08-03,loan_20260629,Corporate
LOAN_MEA_000135,CUST_MEA_000135,ACC_MEA_000135,BR_MEA_0135,2025-05-21,1104869.17,884745.99,8.2,AED,MEA,2025-05-21,2026-09-11,loan_20260629,Corporate
LOAN_MEA_001555,CUST_MEA_001555,ACC_MEA_001555,BR_MEA_0155,2025-04-24,944950.01,600042.57,11.76,AED,MEA,2025-04-24,2026-07-04,loan_20260629,SME
LOAN_MEA_001225,CUST_MEA_001225,ACC_MEA_001225,BR_MEA_0025,2025-08-04,1204743.05,880728.25,9.72,AED,MEA,2025-08-04,2026-09-10,loan_20260629,SME
LOAN_MEA_001703,CUST_MEA_000103,ACC_MEA_000103,BR_MEA_0103,2026-04-13,58597.23,39790.37,14.17,AED,MEA,2026-04-13,2027-03-14,loan_20260629,Retail
LOAN_MEA_000576,CUST_MEA_000576,ACC_MEA_000576,BR_MEA_0176,2026-01-14,3983282.85,2098800.93,6.81,AED,MEA,2026-01-14,2027-04-30,loan_20260629,Corporate
LOAN_MEA_000956,CUST_MEA_000956,ACC_MEA_000956,BR_MEA_0156,2025-06-25,19888334.41,9606249.97,7.93,AED,MEA,2025-06-25,2027-03-16,loan_20260629,Mega Corporate
LOAN_MEA_000676,CUST_MEA_000676,ACC_MEA_000676,BR_MEA_0076,2026-03-21,1536445.21,600466.97,10.83,AED,MEA,2026-03-21,2026-08-24,loan_20260629,Corporate
LOAN_MEA_000774,CUST_MEA_000774,ACC_MEA_000774,BR_MEA_0174,2025-05-02,391175.42,266493.34,10.34,AED,MEA,2025-05-02,2025-12-25,loan_20260629,SME
LOAN_MEA_000372,CUST_MEA_000372,ACC_MEA_000372,BR_MEA_0172,2025-05-14,3149687.72,963872.44,13.52,AED,MEA,2025-05-14,2026-02-22,loan_20260629,Corporate
LOAN_MEA_000137,CUST_MEA_000137,ACC_MEA_000137,BR_MEA_0137,2025-07-16,1717199.8,1331769.69,5.25,AED,MEA,2025-07-16,2027-04-12,loan_20260629,SME
LOAN_MEA_000323,CUST_MEA_000323,ACC_MEA_000323,BR_MEA_0123,2026-01-23,175390.23,157442.52,9.85,AED,MEA,2026-01-23,2027-05-11,loan_20260629,Retail
LOAN_MEA_000701,CUST_MEA_000701,ACC_MEA_000701,BR_MEA_0101,2025-11-22,189325.56,160457.45,14.16,AED,MEA,2025-11-22,2027-10-26,loan_20260629,Retail
LOAN_MEA_001800,CUST_MEA_000200,ACC_MEA_000200,BR_MEA_0200,2026-03-16,4721596.9,3130762.33,7.34,AED,MEA,2026-03-16,2027-02-19,loan_20260629,Corporate
LOAN_MEA_000094,CUST_MEA_000094,ACC_MEA_000094,BR_MEA_0094,2025-02-17,62848.26,20661.54,11.25,AED,MEA,2025-02-17,2027-02-07,loan_20260629,Retail
LOAN_MEA_000439,CUST_MEA_000439,ACC_MEA_000439,BR_MEA_0039,2025-07-13,2310824.23,2043714.32,8.14,AED,MEA,2025-07-13,2027-04-12,loan_20260629,Corporate
LOAN_MEA_000386,CUST_MEA_000386,ACC_MEA_000386,BR_MEA_0186,2025-10-29,933148.07,445005.73,7.11,AED,MEA,2025-10-29,2026-06-28,loan_20260629,SME
LOAN_MEA_000747,CUST_MEA_000747,ACC_MEA_000747,BR_MEA_0147,2025-12-02,1655661.47,1338586.26,8.1,AED,MEA,2025-12-02,2026-11-10,loan_20260629,SME
LOAN_MEA_001117,CUST_MEA_001117,ACC_MEA_001117,BR_MEA_0117,2025-02-24,7076032.13,6484000.83,9.1,AED,MEA,2025-02-24,2026-03-07,loan_20260629,Corporate
LOAN_MEA_000308,CUST_MEA_000308,ACC_MEA_000308,BR_MEA_0108,2025-05-10,41051376.72,31651522.95,3.67,AED,MEA,2025-05-10,2027-01-10,loan_20260629,Mega Corporate
LOAN_MEA_001665,CUST_MEA_000065,ACC_MEA_000065,BR_MEA_0065,2026-05-16,1233318.71,225056.1,7.75,AED,MEA,2026-05-16,2027-03-16,loan_20260629,SME
LOAN_MEA_000252,CUST_MEA_000252,ACC_MEA_000252,BR_MEA_0052,2025-03-25,27191514.34,8140094.9,6.84,AED,MEA,2025-03-25,2026-10-17,loan_20260629,Mega Corporate
LOAN_MEA_001348,CUST_MEA_001348,ACC_MEA_001348,BR_MEA_0148,2025-03-08,296304.66,185313.27,8.29,AED,MEA,2025-03-08,2025-11-24,loan_20260629,Retail
LOAN_MEA_001362,CUST_MEA_001362,ACC_MEA_001362,BR_MEA_0162,2026-06-05,2332498.03,1988563.56,15.47,AED,MEA,2026-06-05,2027-10-05,loan_20260629,Corporate
LOAN_MEA_001638,CUST_MEA_000038,ACC_MEA_000038,BR_MEA_0038,2026-06-06,450685.98,250078.49,9.54,AED,MEA,2026-06-06,2027-09-22,loan_20260629,Retail
LOAN_MEA_000953,CUST_MEA_000953,ACC_MEA_000953,BR_MEA_0153,2026-05-26,263861.08,240203.75,6.53,AED,MEA,2026-05-26,2028-02-06,loan_20260629,Retail
LOAN_MEA_001158,CUST_MEA_001158,ACC_MEA_001158,BR_MEA_0158,2026-04-21,166796.0,98654.39,15.16,AED,MEA,2026-04-21,2027-01-19,loan_20260629,Retail
LOAN_MEA_000453,CUST_MEA_000453,ACC_MEA_000453,BR_MEA_0053,2025-11-26,709899.05,356626.2,8.68,AED,MEA,2025-11-26,2027-03-13,loan_20260629,SME
LOAN_MEA_000257,CUST_MEA_000257,ACC_MEA_000257,BR_MEA_0057,2026-05-10,293778.27,73681.09,14.11,AED,MEA,2026-05-10,2027-12-27,loan_20260629,Retail
LOAN_MEA_001122,CUST_MEA_001122,ACC_MEA_001122,BR_MEA_0122,2026-05-01,1814464.41,1659936.91,15.32,AED,MEA,2026-05-01,2027-04-30,loan_20260629,SME
LOAN_MEA_001072,CUST_MEA_001072,ACC_MEA_001072,BR_MEA_0072,2026-02-15,498926.07,392454.13,13.33,AED,MEA,2026-02-15,2028-01-03,loan_20260629,Retail
LOAN_MEA_000852,CUST_MEA_000852,ACC_MEA_000852,BR_MEA_0052,2025-02-07,137320.7,127726.2,6.56,AED,MEA,2025-02-07,2025-12-06,loan_20260629,Retail
LOAN_MEA_000006,CUST_MEA_000006,ACC_MEA_000006,BR_MEA_0006,2025-08-13,223711.14,197019.04,9.71,AED,MEA,2025-08-13,2026-06-06,loan_20260629,Retail
LOAN_MEA_000725,CUST_MEA_000725,ACC_MEA_000725,BR_MEA_0125,2026-04-08,4209501.47,1394283.35,9.94,AED,MEA,2026-04-08,2027-03-04,loan_20260629,Corporate
LOAN_MEA_001628,CUST_MEA_000028,ACC_MEA_000028,BR_MEA_0028,2026-02-10,981879.41,419090.1,6.62,AED,MEA,2026-02-10,2026-12-20,loan_20260629,SME
LOAN_MEA_000784,CUST_MEA_000784,ACC_MEA_000784,BR_MEA_0184,2025-11-10,370548.24,165227.03,4.96,AED,MEA,2025-11-10,2027-04-19,loan_20260629,Retail
LOAN_MEA_000966,CUST_MEA_000966,ACC_MEA_000966,BR_MEA_0166,2026-01-22,228449.17,203228.83,8.55,AED,MEA,2026-01-22,2027-11-28,loan_20260629,Retail
LOAN_MEA_000488,CUST_MEA_000488,ACC_MEA_000488,BR_MEA_0088,2025-06-10,250002.29,171265.09,11.12,AED,MEA,2025-06-10,2026-09-26,loan_20260629,Retail
LOAN_MEA_001580,CUST_MEA_001580,ACC_MEA_001580,BR_MEA_0180,2025-09-18,377622.02,247153.42,6.07,AED,MEA,2025-09-18,2027-07-03,loan_20260629,Retail
LOAN_MEA_001785,CUST_MEA_000185,ACC_MEA_000185,BR_MEA_0185,2025-03-28,311044.01,210748.13,15.54,AED,MEA,2025-03-28,2025-11-10,loan_20260629,Retail
LOAN_MEA_001273,CUST_MEA_001273,ACC_MEA_001273,BR_MEA_0073,2025-03-28,1668075.85,405703.73,14.68,AED,MEA,2025-03-28,2026-04-24,loan_20260629,SME
LOAN_MEA_000927,CUST_MEA_000927,ACC_MEA_000927,BR_MEA_0127,2026-04-01,1418343.23,374377.52,4.48,AED,MEA,2026-04-01,2027-12-13,loan_20260629,SME
LOAN_MEA_000223,CUST_MEA_000223,ACC_MEA_000223,BR_MEA_0023,2025-12-27,477591.24,120150.55,6.25,AED,MEA,2025-12-27,2026-11-17,loan_20260629,SME
LOAN_MEA_000429,CUST_MEA_000429,ACC_MEA_000429,BR_MEA_0029,2025-02-12,347997.97,169685.15,7.19,AED,MEA,2025-02-12,2026-09-01,loan_20260629,Retail
LOAN_MEA_001488,CUST_MEA_001488,ACC_MEA_001488,BR_MEA_0088,2026-06-09,1813607.25,1617127.43,9.85,AED,MEA,2026-06-09,2027-08-17,loan_20260629,SME
LOAN_MEA_001332,CUST_MEA_001332,ACC_MEA_001332,BR_MEA_0132,2026-03-13,735104.87,412305.84,12.98,AED,MEA,2026-03-13,2027-09-15,loan_20260629,SME
LOAN_MEA_000665,CUST_MEA_000665,ACC_MEA_000665,BR_MEA_0065,2026-04-24,817558.96,503311.76,15.36,AED,MEA,2026-04-24,2027-10-08,loan_20260629,SME
LOAN_MEA_000069,CUST_MEA_000069,ACC_MEA_000069,BR_MEA_0069,2026-02-23,8319340.48,3086206.65,6.9,AED,MEA,2026-02-23,2027-06-04,loan_20260629,Corporate
LOAN_MEA_000823,CUST_MEA_000823,ACC_MEA_000823,BR_MEA_0023,2026-05-25,2763450.15,1753378.85,9.27,AED,MEA,2026-05-25,2027-07-13,loan_20260629,Corporate
LOAN_MEA_001207,CUST_MEA_001207,ACC_MEA_001207,BR_MEA_0007,2025-10-07,1097723.5,954975.66,5.05,AED,MEA,2025-10-07,2027-01-31,loan_20260629,SME
LOAN_MEA_000835,CUST_MEA_000835,ACC_MEA_000835,BR_MEA_0035,2025-01-26,8940869.75,8085243.87,9.43,AED,MEA,2025-01-26,2025-10-26,loan_20260629,Corporate
LOAN_MEA_001670,CUST_MEA_000070,ACC_MEA_000070,BR_MEA_0070,2026-03-29,2028878.68,1048445.07,10.04,AED,MEA,2026-03-29,2027-02-21,loan_20260629,SME
LOAN_MEA_000503,CUST_MEA_000503,ACC_MEA_000503,BR_MEA_0103,2025-09-29,67443.97,33482.13,11.86,AED,MEA,2025-09-29,2026-03-15,loan_20260629,Retail
LOAN_MEA_001391,CUST_MEA_001391,ACC_MEA_001391,BR_MEA_0191,2026-01-03,274459.64,217054.27,9.91,AED,MEA,2026-01-03,2026-06-26,loan_20260629,SME
LOAN_MEA_001186,CUST_MEA_001186,ACC_MEA_001186,BR_MEA_0186,2025-10-29,2029704.03,766353.17,13.14,AED,MEA,2025-10-29,2027-06-24,loan_20260629,SME
LOAN_MEA_000817,CUST_MEA_000817,ACC_MEA_000817,BR_MEA_0017,2026-06-10,1550217.17,750698.81,7.35,AED,MEA,2026-06-10,2028-03-20,loan_20260629,SME
LOAN_MEA_000004,CUST_MEA_000004,ACC_MEA_000004,BR_MEA_0004,2025-03-22,951454.36,312390.0,14.07,AED,MEA,2025-03-22,2026-03-30,loan_20260629,SME
LOAN_MEA_001386,CUST_MEA_001386,ACC_MEA_001386,BR_MEA_0186,2025-08-22,1819442.67,962895.03,10.68,AED,MEA,2025-08-22,2026-02-28,loan_20260629,SME
LOAN_MEA_000297,CUST_MEA_000297,ACC_MEA_000297,BR_MEA_0097,2025-05-02,50361335.75,18500332.2,9.15,AED,MEA,2025-05-02,2025-10-12,loan_20260629,Mega Corporate
LOAN_MEA_000286,CUST_MEA_000286,ACC_MEA_000286,BR_MEA_0086,2026-01-04,86165.03,52614.51,15.72,AED,MEA,2026-01-04,2026-05-13,loan_20260629,Retail
LOAN_MEA_001148,CUST_MEA_001148,ACC_MEA_001148,BR_MEA_0148,2025-07-25,13977123.18,10720304.39,8.72,AED,MEA,2025-07-25,2026-09-29,loan_20260629,Mega Corporate
LOAN_MEA_001171,CUST_MEA_001171,ACC_MEA_001171,BR_MEA_0171,2025-07-21,363686.22,196582.43,6.73,AED,MEA,2025-07-21,2026-09-21,loan_20260629,Retail
LOAN_MEA_000062,CUST_MEA_000062,ACC_MEA_000062,BR_MEA_0062,2025-09-14,3533013.09,1492197.06,6.28,AED,MEA,2025-09-14,2026-10-18,loan_20260629,Corporate
LOAN_MEA_000689,CUST_MEA_000689,ACC_MEA_000689,BR_MEA_0089,2025-10-09,1105405.45,557896.59,11.25,AED,MEA,2025-10-09,2026-07-21,loan_20260629,SME
LOAN_MEA_001480,CUST_MEA_001480,ACC_MEA_001480,BR_MEA_0080,2025-05-22,476877.71,248971.73,8.4,AED,MEA,2025-05-22,2027-02-27,loan_20260629,Retail
LOAN_MEA_001093,CUST_MEA_001093,ACC_MEA_001093,BR_MEA_0093,2025-09-25,131858.36,116864.52,9.48,AED,MEA,2025-09-25,2026-01-01,loan_20260629,Retail
LOAN_MEA_000400,CUST_MEA_000400,ACC_MEA_000400,BR_MEA_0200,2025-11-03,410448.8,272854.72,15.06,AED,MEA,2025-11-03,2026-11-16,loan_20260629,SME
LOAN_MEA_000469,CUST_MEA_000469,ACC_MEA_000469,BR_MEA_0069,2025-12-21,326143.89,294238.96,12.63,AED,MEA,2025-12-21,2027-05-08,loan_20260629,Retail
LOAN_MEA_000814,CUST_MEA_000814,ACC_MEA_000814,BR_MEA_0014,2026-02-20,231453.3,50599.9,14.34,AED,MEA,2026-02-20,2028-01-04,loan_20260629,Retail
LOAN_MEA_001782,CUST_MEA_000182,ACC_MEA_000182,BR_MEA_0182,2025-01-13,2019851.46,334901.6,9.08,AED,MEA,2025-01-13,2026-08-09,loan_20260629,SME
LOAN_MEA_000978,CUST_MEA_000978,ACC_MEA_000978,BR_MEA_0178,2026-06-09,218105.5,60962.55,7.95,AED,MEA,2026-06-09,2027-02-06,loan_20260629,Retail
LOAN_MEA_000864,CUST_MEA_000864,ACC_MEA_000864,BR_MEA_0064,2026-02-12,2568608.64,1358618.81,15.06,AED,MEA,2026-02-12,2027-01-01,loan_20260629,Corporate
LOAN_MEA_001781,CUST_MEA_000181,ACC_MEA_000181,BR_MEA_0181,2025-08-21,19453273.31,17477881.66,5.2,AED,MEA,2025-08-21,2026-06-21,loan_20260629,Mega Corporate
LOAN_MEA_001578,CUST_MEA_001578,ACC_MEA_001578,BR_MEA_0178,2026-05-01,1875684.64,1461047.45,14.29,AED,MEA,2026-05-01,2027-03-26,loan_20260629,SME
LOAN_MEA_000856,CUST_MEA_000856,ACC_MEA_000856,BR_MEA_0056,2026-04-25,3271326.5,1953099.99,8.62,AED,MEA,2026-04-25,2027-11-08,loan_20260629,Corporate
LOAN_MEA_000934,CUST_MEA_000934,ACC_MEA_000934,BR_MEA_0134,2025-12-15,545394.71,219583.57,14.29,AED,MEA,2025-12-15,2026-06-10,loan_20260629,SME
LOAN_MEA_000764,CUST_MEA_000764,ACC_MEA_000764,BR_MEA_0164,2025-11-17,6815946.64,3739322.42,12.55,AED,MEA,2025-11-17,2026-08-26,loan_20260629,Corporate
LOAN_MEA_001464,CUST_MEA_001464,ACC_MEA_001464,BR_MEA_0064,2026-03-16,2070002.82,625287.89,9.39,AED,MEA,2026-03-16,2027-08-15,loan_20260629,SME
LOAN_MEA_001133,CUST_MEA_001133,ACC_MEA_001133,BR_MEA_0133,2025-08-03,9694265.22,5295758.75,5.62,AED,MEA,2025-08-03,2027-01-24,loan_20260629,Corporate
LOAN_MEA_001794,CUST_MEA_000194,ACC_MEA_000194,BR_MEA_0194,2026-04-06,6579811.01,5056800.66,9.55,AED,MEA,2026-04-06,2028-01-27,loan_20260629,Corporate
LOAN_MEA_000422,CUST_MEA_000422,ACC_MEA_000422,BR_MEA_0022,2025-01-31,63835.0,38129.32,5.93,AED,MEA,2025-01-31,2026-05-19,loan_20260629,Retail
LOAN_MEA_001569,CUST_MEA_001569,ACC_MEA_001569,BR_MEA_0169,2025-05-23,258654.41,130274.31,7.29,AED,MEA,2025-05-23,2027-04-04,loan_20260629,Retail
LOAN_MEA_000012,CUST_MEA_000012,ACC_MEA_000012,BR_MEA_0012,2025-05-12,498990.18,127398.43,8.21,AED,MEA,2025-05-12,2026-06-18,loan_20260629,Retail
LOAN_MEA_000186,CUST_MEA_000186,ACC_MEA_000186,BR_MEA_0186,2025-01-10,461844.66,220784.82,5.49,AED,MEA,2025-01-10,2026-09-03,loan_20260629,Retail
LOAN_MEA_000806,CUST_MEA_000806,ACC_MEA_000806,BR_MEA_0006,2025-12-30,393621.19,284037.39,9.01,AED,MEA,2025-12-30,2027-03-12,loan_20260629,Retail
LOAN_MEA_000268,CUST_MEA_000268,ACC_MEA_000268,BR_MEA_0068,2025-08-19,228096.98,141854.87,12.45,AED,MEA,2025-08-19,2027-01-20,loan_20260629,Retail
LOAN_MEA_001475,CUST_MEA_001475,ACC_MEA_001475,BR_MEA_0075,2026-03-12,315355.28,116965.04,11.41,AED,MEA,2026-03-12,2027-07-28,loan_20260629,Retail
LOAN_MEA_001299,CUST_MEA_001299,ACC_MEA_001299,BR_MEA_0099,2025-11-03,1935734.3,925866.94,10.45,AED,MEA,2025-11-03,2026-12-31,loan_20260629,SME
LOAN_MEA_001105,CUST_MEA_001105,ACC_MEA_001105,BR_MEA_0105,2025-01-24,187898.19,35104.46,7.43,AED,MEA,2025-01-24,2026-11-26,loan_20260629,Retail
LOAN_MEA_000853,CUST_MEA_000853,ACC_MEA_000853,BR_MEA_0053,2025-02-02,507950.21,329868.24,6.08,AED,MEA,2025-02-02,2025-09-22,loan_20260629,Retail
LOAN_MEA_001174,CUST_MEA_001174,ACC_MEA_001174,BR_MEA_0174,2025-06-07,227382.94,90070.44,7.35,AED,MEA,2025-06-07,2026-08-09,loan_20260629,Retail
LOAN_MEA_000144,CUST_MEA_000144,ACC_MEA_000144,BR_MEA_0144,2026-02-05,1939905.69,1172556.99,10.25,AED,MEA,2026-02-05,2027-05-31,loan_20260629,SME
LOAN_MEA_000081,CUST_MEA_000081,ACC_MEA_000081,BR_MEA_0081,2025-07-29,1088032.58,335014.52,9.95,AED,MEA,2025-07-29,2026-12-01,loan_20260629,Corporate
LOAN_MEA_000613,CUST_MEA_000613,ACC_MEA_000613,BR_MEA_0013,2025-03-07,1153739.31,324169.35,15.16,AED,MEA,2025-03-07,2026-12-04,loan_20260629,SME
LOAN_MEA_001280,CUST_MEA_001280,ACC_MEA_001280,BR_MEA_0080,2026-01-31,424931.91,366771.76,8.16,AED,MEA,2026-01-31,2026-11-09,loan_20260629,Retail
LOAN_MEA_001750,CUST_MEA_000150,ACC_MEA_000150,BR_MEA_0150,2026-05-02,7766811.31,6783724.6,7.02,AED,MEA,2026-05-02,2026-11-19,loan_20260629,Corporate
LOAN_MEA_001409,CUST_MEA_001409,ACC_MEA_001409,BR_MEA_0009,2025-12-03,1667146.2,1308604.78,9.23,AED,MEA,2025-12-03,2027-10-07,loan_20260629,Corporate
LOAN_MEA_001699,CUST_MEA_000099,ACC_MEA_000099,BR_MEA_0099,2026-04-08,90017.9,41555.68,8.67,AED,MEA,2026-04-08,2027-05-14,loan_20260629,Retail
LOAN_MEA_000541,CUST_MEA_000541,ACC_MEA_000541,BR_MEA_0141,2025-04-06,154331.03,72475.62,8.92,AED,MEA,2025-04-06,2025-12-27,loan_20260629,Retail
LOAN_MEA_000756,CUST_MEA_000756,ACC_MEA_000756,BR_MEA_0156,2025-04-17,1858845.37,1187808.89,4.25,AED,MEA,2025-04-17,2027-02-02,loan_20260629,SME
LOAN_MEA_001545,CUST_MEA_001545,ACC_MEA_001545,BR_MEA_0145,2025-07-01,1663504.26,324601.99,9.07,AED,MEA,2025-07-01,2025-10-31,loan_20260629,SME
LOAN_MEA_000711,CUST_MEA_000711,ACC_MEA_000711,BR_MEA_0111,2026-05-16,2015512.58,1069324.48,13.0,AED,MEA,2026-05-16,2026-09-10,loan_20260629,SME
LOAN_MEA_000215,CUST_MEA_000215,ACC_MEA_000215,BR_MEA_0015,2025-07-11,420722.39,171709.38,9.16,AED,MEA,2025-07-11,2026-04-30,loan_20260629,Retail
LOAN_MEA_000002,CUST_MEA_000002,ACC_MEA_000002,BR_MEA_0002,2025-03-13,1964691.96,378719.6,6.36,AED,MEA,2025-03-13,2026-07-11,loan_20260629,SME
LOAN_MEA_000539,CUST_MEA_000539,ACC_MEA_000539,BR_MEA_0139,2025-10-18,1323798.95,464951.43,7.47,AED,MEA,2025-10-18,2026-08-14,loan_20260629,SME
LOAN_MEA_000727,CUST_MEA_000727,ACC_MEA_000727,BR_MEA_0127,2025-08-27,265288.93,213404.21,4.17,AED,MEA,2025-08-27,2026-09-19,loan_20260629,Retail
LOAN_MEA_000669,CUST_MEA_000669,ACC_MEA_000669,BR_MEA_0069,2025-03-13,4953106.2,1656308.88,10.1,AED,MEA,2025-03-13,2026-09-19,loan_20260629,Corporate
LOAN_MEA_001611,CUST_MEA_000011,ACC_MEA_000011,BR_MEA_0011,2025-02-28,344732.2,249111.03,13.13,AED,MEA,2025-02-28,2026-06-10,loan_20260629,SME
LOAN_MEA_000154,CUST_MEA_000154,ACC_MEA_000154,BR_MEA_0154,2025-01-12,131823.97,41264.55,13.56,AED,MEA,2025-01-12,2025-10-04,loan_20260629,Retail
LOAN_MEA_000633,CUST_MEA_000633,ACC_MEA_000633,BR_MEA_0033,2025-12-01,428579.68,249612.99,13.21,AED,MEA,2025-12-01,2027-04-25,loan_20260629,Retail
LOAN_MEA_000472,CUST_MEA_000472,ACC_MEA_000472,BR_MEA_0072,2026-02-05,879475.35,772681.81,12.58,AED,MEA,2026-02-05,2026-10-13,loan_20260629,SME
LOAN_MEA_001590,CUST_MEA_001590,ACC_MEA_001590,BR_MEA_0190,2025-04-24,1433774.83,921450.79,8.3,AED,MEA,2025-04-24,2025-12-02,loan_20260629,SME
LOAN_MEA_001461,CUST_MEA_001461,ACC_MEA_001461,BR_MEA_0061,2026-03-05,847296.83,804605.36,10.96,AED,MEA,2026-03-05,2027-10-05,loan_20260629,SME
LOAN_MEA_000656,CUST_MEA_000656,ACC_MEA_000656,BR_MEA_0056,2025-03-12,297778.14,56568.79,7.46,AED,MEA,2025-03-12,2026-07-13,loan_20260629,Retail
LOAN_MEA_001124,CUST_MEA_001124,ACC_MEA_001124,BR_MEA_0124,2025-07-31,1244222.02,1158302.42,15.79,AED,MEA,2025-07-31,2026-03-11,loan_20260629,SME
LOAN_MEA_000667,CUST_MEA_000667,ACC_MEA_000667,BR_MEA_0067,2025-07-30,306767.69,246545.36,6.85,AED,MEA,2025-07-30,2026-09-10,loan_20260629,Retail
LOAN_MEA_000882,CUST_MEA_000882,ACC_MEA_000882,BR_MEA_0082,2026-03-19,9352950.08,6359911.75,7.93,AED,MEA,2026-03-19,2027-10-16,loan_20260629,Corporate
LOAN_MEA_000151,CUST_MEA_000151,ACC_MEA_000151,BR_MEA_0151,2025-06-12,9399264.89,6792475.16,8.36,AED,MEA,2025-06-12,2027-05-21,loan_20260629,Corporate
LOAN_MEA_001392,CUST_MEA_001392,ACC_MEA_001392,BR_MEA_0192,2025-11-14,4037229.88,1422567.53,10.18,AED,MEA,2025-11-14,2027-10-06,loan_20260629,Corporate
LOAN_MEA_000202,CUST_MEA_000202,ACC_MEA_000202,BR_MEA_0002,2025-07-27,43870597.62,32193744.28,6.44,AED,MEA,2025-07-27,2027-03-23,loan_20260629,Mega Corporate
LOAN_MEA_001231,CUST_MEA_001231,ACC_MEA_001231,BR_MEA_0031,2026-04-15,456913.11,276060.61,13.76,AED,MEA,2026-04-15,2027-04-22,loan_20260629,Retail
LOAN_MEA_000584,CUST_MEA_000584,ACC_MEA_000584,BR_MEA_0184,2025-07-26,1647896.9,1391142.78,8.7,AED,MEA,2025-07-26,2025-10-31,loan_20260629,SME
LOAN_MEA_001414,CUST_MEA_001414,ACC_MEA_001414,BR_MEA_0014,2025-05-27,172952.8,152532.61,12.25,AED,MEA,2025-05-27,2026-11-24,loan_20260629,Retail
LOAN_MEA_000277,CUST_MEA_000277,ACC_MEA_000277,BR_MEA_0077,2025-03-07,860217.83,611630.69,11.76,AED,MEA,2025-03-07,2026-07-18,loan_20260629,SME
LOAN_MEA_000838,CUST_MEA_000838,ACC_MEA_000838,BR_MEA_0038,2025-09-10,510206.39,221031.85,7.95,AED,MEA,2025-09-10,2027-05-31,loan_20260629,Retail
LOAN_MEA_000832,CUST_MEA_000832,ACC_MEA_000832,BR_MEA_0032,2025-12-03,95837.52,62291.59,6.86,AED,MEA,2025-12-03,2027-10-06,loan_20260629,Retail
LOAN_MEA_000052,CUST_MEA_000052,ACC_MEA_000052,BR_MEA_0052,2026-05-18,4774775.9,2467827.58,11.76,AED,MEA,2026-05-18,2027-11-30,loan_20260629,Corporate
